id,title,artist,album,duration,release_date,label,link,lyrics_author,music_author,created_at,genre_1,genre_2,genre_3,genre_4,genre_5,parent_link,source_type,yandex_id,album_processed,chart_position,music_author_canonical,lyrics_author_canonical,author_check_status
110,Серенада Воробьянинова (Из т/ф «12 стульев»),"Леонид Серебренников, Карина Аванесова, Оркестр Геннадия Гладкова, Геннадий Гладков",Сингл,00:00,Не указан,-,https://music.yandex.ru/track/142828823,Ким Юлий,Гладков Геннадий,2025-12-17 12:14:56.981215+00,romances,shanson,soundtrack,films,pop,,,142828823,true,,,,pending
111,Романс Федяшева (Из т/ф «Формула любви»),"Юрий Барков, Оркестр Геннадия Гладкова, Геннадий Гладков",Сингл,00:00,Не указан,-,https://music.yandex.ru/track/142828824,Ким Юлий,Гладков Геннадий,2025-12-17 12:15:07.471474+00,vocal,classical,shanson,soundtrack,films,,,142828824,true,,,,pending
112,"Будьте здоровы (Из к/ф «Точка, точка, запятая»)","Леонид Серебренников, Карина Аванесова, Оркестр Геннадия Гладкова, Геннадий Гладков",Сингл,00:00,Не указан,-,https://music.yandex.ru/track/142828825,Ким Юлий,Гладков Геннадий,2025-12-17 12:15:15.663356+00,romances,shanson,soundtrack,films,pop,,,142828825,true,,,,pending
113,"Финальная (Из к/ф «Точка, точка, запятая»)","Карина Аванесова, Леонид Серебренников, Оркестр Геннадия Гладкова, Геннадий Гладков",Сингл,00:00,Не указан,-,https://music.yandex.ru/track/142828826,Ким Юлий,Гладков Геннадий,2025-12-17 12:15:24.673392+00,soundtrack,soundtrack,romances,films,pop,,,142828826,true,,,,pending
114,Заключительная (Из м/ф Голубой щенок),"Юрий Барков, Карина Аванесова, Оркестр Геннадия Гладкова, Геннадий Гладков",Сингл,00:00,Не указан,-,https://music.yandex.ru/track/142828827,Энтин Юрий,Гладков Геннадий,2025-12-17 12:15:32.749115+00,vocal,classical,shanson,soundtrack,films,,,142828827,true,,,,pending
115,"Гимн Любви (Из мюзикла «Иван и Алёна против Дракона, или шиворот-навыворот»)","Леонид Серебренников, Карина Аванесова, Юрий Барков, Оркестр Геннадия Гладкова, Геннадий Гладков",Сингл,00:00,Не указан,-,https://music.yandex.ru/track/142828828,Энтин Юрий,Гладков Геннадий,2025-12-17 12:15:41.936188+00,romances,shanson,soundtrack,vocal,classical,,,142828828,true,,,,pending
116,После дождя,"Стас Намин и группа «Цветы», Оскар Борисович Фельцман",Назад в СССР,04:58,2009,-,https://music.yandex.ru/track/76245092,Рябинин Михаил,Оскар Борисович Фельцман,2025-12-17 13:21:31.503738+00,rusrock,rusestrada,,,,,,76245092,true,,,,pending
117,Туман-туманище,Комиссар,Музыка нового тысячелетия,04:08,31.12.2012 (2000),United Music Group,https://music.yandex.ru/album/1087846/track/33216951,Разин С.,Разин С.,2025-12-17 13:57:49.612731+00,rusestrada,,,,,,rusestrada,33216951,true,,,,pending
118,Широка река,"Надежда Кадышева, Золотое кольцо",Когда-нибудь…,03:58,01.04.2009 (2003),United Music Group,https://music.yandex.ru/track/33223088,Муравьев Евгений,Костюк Александр,2025-12-17 13:59:00.377391+00,rusestrada,rusfolk,,,,,rusestrada,33223088,true,,,,pending
119,Летучий фрегат,Настя Полева,Nautilus Pompilius. Отчёт 1983–1993,03:54,1993,Первое музыкальное,https://music.yandex.ru/album/1676571/track/53731806,Бутусов Вячеслав Геннадьевич,Бутусов Вячеслав Геннадьевич,2025-12-17 14:00:20.210625+00,rusrock,,,,,,,53731806,true,,,,pending
121,Zalivochka,Сергей Старостин,Zhyli-Byli,06:09,20.01.2011 (2011),JARO Medien,https://music.yandex.ru/track/27725179,Старостин Сергей,Старостин Сергей,2025-12-17 14:02:09.363584+00,rusfolk,,,,,,,27725179,true,,,,pending
122,"Скажи мне ""да""",Стас Намин и группа «Цветы»,Назад в СССР,03:58,05.05.2009 (2009),-,https://music.yandex.ru/track/76245093,Харитонов Владимир,Намин Стас,2025-12-17 14:12:10.792427+00,rusrock,,,,,,,76245093,true,,,,pending
123,Песня остаётся с человеком,Эдита Пьеха,Это здорово,03:33,1997,Creative Media,https://music.yandex.ru/track/107981342,Островой Сергей,Островский А.,2025-12-17 14:40:44.796998+00,rusestrada,,,,,,rusestrada,107981342,true,,,,pending
124,Последняя поэма,ВИА «Ялла»,Лицо возлюбленной моей,05:56,2025,"АО ""Фирма Мелодия""",https://music.yandex.ru/album/38668640/track/144033917,"Рабиндранат Тагор, Аделина Адалис","Рыбников Алексей, Рустам Ильясов",2025-12-17 14:45:19.724397+00,uzretropop,pop,rock,,,,,144033917,true,,,,pending
125,A Paris,Yves Montand,A Paris,04:36,2014,Entertain Me Europe,https://music.yandex.ru/album/2088097/track/18747312,-,-,2025-12-17 15:47:32.309835+00,estrada,pop,folk,,,,,18747312,true,,,,pending
126,Заливочка,Сергей Старостин,Проще простого,04:20,31.12.2003 (2004),Sketis,https://music.yandex.ru/album/2956980/track/34998578,Народное,"Старостин Сергей, Mario Kaldararu",2025-12-17 16:59:05.359332+00,rusfolk,,,,,,,34998578,true,,,,pending
127,Август шепчет:Осень на носу,Yulevna,Август шепчет:Осень на носу,03:11,21.08.2025 (2025),Yulevna,https://music.yandex.ru/album/37866409/track/142047914,Захарчук Лидия Валерьевна,Захарчук Лидия Валерьевна,2025-12-17 20:42:25.623905+00,pop,rock,,,,,,142047914,true,,,,pending
128,Время жить,"Subbota, ШПРЕНГЕЛЬ",Время жить,03:02,05.11.2025 (2025),СУББОТА МУЗЫКА,https://music.yandex.ru/track/142852736,"Татарников Илья Владимирович, Шпренгель Валерий Геннадьевич",Татарников Илья Владимирович,2025-12-18 07:36:27.676539+00,dance,electronics,ruspop,rap,,,,142852736,true,,,,pending
129,Возле твоей любви,Альянс,Сделано в белом,04:53,02.01.1992 (1992),Дружба Музыка,https://music.yandex.ru/album/37009387/track/88502536,Журавлёв Игорь Глебович,Журавлёв Игорь Глебович,2025-12-18 07:40:29.913751+00,rusrock,,,,,,,88502536,true,,,,pending
130,Последняя поэма,Karīna Tatārinova,Nospiedumi 2,02:37,09.09.2012 (2012),Ainars Mielavs,https://music.yandex.ru/track/61888523,,,2025-12-18 11:08:02.031293+00,pop,folk,,,,,,61888523,true,,,,pending
131,Последняя поэма,Уч-Кудук,"ВИА ""Ялла""",06:00,2008,"АО ""Фирма Мелодия""",https://music.yandex.ru/album/29399747/track/121903925,"Рабиндранат Тагор, Аделина Адалис",Рыбников Алексей,2025-12-18 11:08:20.783181+00,estrada,,,,,,,121903925,true,,,,pending
134,"немерено🔞 ","лампабикт, Элли на маковом поле",добраться до него,03:24,03.10.2022 (2022),S&P Digital,https://music.yandex.ru/track/107522081,Якимов Артем Александрович,Якимов Артем Александрович,2025-12-18 12:23:30.122535+00,local-indie,ruspop,alternative,,,,,107522081,true,,,,pending
136,Седьмой лепесток,Hi-Fi,The Best (Легенды Русского Радио),03:11,31.12.2001 (2004),Первое музыкальное,https://music.yandex.ru/album/3359356/track/28123136,Чантурия Э.М.,Есенин П.В.,2025-12-18 13:50:02.807427+00,ruspop,,,,,,,28123136,true,,,,pending
137,Прасковья,Uma2rman,В городе N,02:50,22.09.2004 (2004),Velvet Music,https://music.yandex.ru/album/10059/track/28397936,Кристовский В.Е.,Кристовский В.Е.,2025-12-18 13:50:11.978754+00,rusrock,ruspop,rusestrada,rusbards,local-indie,,,28397936,true,,,,pending
138,Верхом на звезде,Найк Борзов,Найк Борзов. Избранное,03:36,11.12.2014 (2014),Naik Borzov,https://music.yandex.ru/album/2417944/track/38585228,Борзов Найк,Борзов Найк,2025-12-18 13:50:15.327687+00,rusrock,alternative,newwave,rusbards,local-indie,,,38585228,true,,,,pending
140,Как твои дела?,Юлия Савичева,Магнит,03:24,31.12.2005 (2006),MALFA,https://music.yandex.ru/album/10164/track/50585688,"Максимова А., Гонсалес М.",Максимова А.,2025-12-18 13:52:04.091636+00,ruspop,,,,,,,50585688,true,,,,pending
141,Берега,Hi-Fi,The Best I,03:00,31.12.2007 (2008),Первое музыкальное,https://music.yandex.ru/album/3810621/track/31441397,Чантурия Э.М.,Есенин П.В.,2025-12-18 13:52:11.971238+00,ruspop,,,,,,,31441397,true,,,,pending
142,Весна,Город 312,Вне зоны доступа,02:59,31.12.2005 (2006),-,https://music.yandex.ru/album/151727/track/1490929,-,-,2025-12-18 13:56:04.011272+00,rusrock,rock,ruspop,local-indie,alternative,,,1490929,true,,,,pending
143,Новый день календаря,Старый приятель,Не плачь!,04:04,22.03.1996 (1996),Старый Приятель,https://music.yandex.ru/album/24508830/track/110367728,Клевицкий Александр (ар),Клевицкий Александр (ар),2025-12-18 14:01:41.589285+00,rusrock,rock,pop,latinfolk,rusestrada,,,110367728,true,,,,pending
144,Полёт на дельтаплане,Revoльvers,"Назад, в будущее!",03:08,31.05.2010 (2010),United Music Group,https://music.yandex.ru/track/43740144,Зиновьев Николай,Артемьев Эдуард,2025-12-18 14:02:56.598129+00,ruspop,,,,,,,43740144,true,,,,pending
145,Измамно злато,Кукери,Кукери 4,02:59,01.01.1985 (1985),Balkanton,https://music.yandex.ru/track/80927264,Nadezhda Zaharieva,"Danail Draganov, Yanko Miladinov",2025-12-18 14:03:50.705934+00,rock,pop,,,,,,80927264,true,,,,pending
146,Режиссер,Градусы,Голая,03:39,2010,MONOLIT,https://music.yandex.ru/album/62234/track/582507,-,-,2025-12-18 14:04:57.923796+00,ruspop,rusrap,reggae,rap,pop,,,582507,true,,,,pending
147,Телепортация,"Dabro, Марсель",Наше время,03:31,2014,DABRO,https://music.yandex.ru/album/23255818/track/106594673,"Засидкевич И.Н., Засидкевич М.Н.","Засидкевич И.Н., Засидкевич М.Н.",2025-12-18 14:06:18.790419+00,ruspop,rusrap,pop,rap,reggae,,,106594673,true,,,,pending
148,Ночи в больших городах,VIA Чаппа,Hip-Hop IN4 #11,04:17,15.04.2016 (2016),100PRO,https://music.yandex.ru/track/42561278,"Приказчиков С., C. Тавлияров, Тавлияров И.",Приказчиков С.,2025-12-18 14:06:40.982271+00,rusrap,,,,,,,42561278,true,,,,pending
149,Лететь,Амега,"Вверх, Ч. 1",04:30,31.08.1999 (1999),GRO studio,https://music.yandex.ru/album/4273964/track/34644280,Татьяна Иванова,Грозный Андрей Викторович,2025-12-18 14:08:22.229657+00,ruspop,pop,rusestrada,rusbards,rusrock,,,34644280,true,,,,pending
150,Ягодка-малинка,Божья Коровка,Любовное настроение,02:24,2005,Digital Project,https://music.yandex.ru/track/5336150,,,2025-12-18 14:10:11.14118+00,rusestrada,,,,,,rusestrada,5336150,true,,,,pending
